gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex	gex_transf	gene_name_unique
NOP16	chr5	176383946	176388927	176388548	176388598	-	78.1350762292723	6.306245398755014	NOP16_X1
ADGRV1	chr5	90529344	91164437	90672553	90672603	+	0.0	0.0	ADGRV1_X1
ITGB1BP1	chr2	9403475	9423528	9408249	9408299	-	0.0	0.0	ITGB1BP1_X1
GLYCTK	chr3	52287089	52295257	52290073	52290123	+	0.0	0.0	GLYCTK_X1
CYP2C8	chr10	95036772	95069497	95069447	95069497	-	0.0	0.0	CYP2C8_X1
CTDSPL	chr3	37861880	37984469	37964636	37964672	+	0.0	0.0	CTDSPL_X1
BCL7B	chr7	73536356	73557690	73557604	73557654	-	12.59003073313	3.764476813574279	BCL7B_X1
FAM234A	chr16	234521	272183	234545	234595	+	0.0	0.0	FAM234A_X1
CYP4V2	chr4	186191567	186213463	186191519	186191569	+	4.03649840298824	2.3324210566750163	CYP4V2_X1
CGREF1	chr2	27098889	27119128	27119065	27119115	-	0.0	0.0	CGREF1_X1
SFTPA2	chr10	79555852	79560407	79560363	79560395	-	0.0	0.0	SFTPA2_X1
CBLL1	chr7	107743949	107761667	107744141	107744176	+	71.35952533854208	6.177111039137596	CBLL1_X1
EIF4A3	chr17	80134369	80147151	80140426	80140476	-	0.0	0.0	EIF4A3_X1
COLQ	chr3	15450133	15521751	15450829	15450879	-	0.0	0.0	COLQ_X1
DTYMK	chr2	241675747	241686944	241686894	241686944	-	0.480535524165267	0.5661191071464707	DTYMK_X1
POU3F2	chr6	98834574	98839458	98834591	98834641	+	0.0	0.0	POU3F2_X1
ARHGEF3	chr3	56727418	57079329	56977325	56977375	-	0.0	0.0	ARHGEF3_X1
DGKZ	chr11	46332905	46380554	46347587	46347637	+	0.0	0.0	DGKZ_X1
IFNA6	chr9	21349835	21351378	21351328	21351378	-	0.0	0.0	IFNA6_X1
TWF2	chr3	52228612	52246788	52239092	52239142	-	275.442962451531	8.110838034513845	TWF2_X1
DDX46	chr5	134758771	134855133	134782069	134782086	+	0.0	0.0	DDX46_X1
DRAP1	chr11	65919274	65921563	65919256	65919306	+	4.51703392715351	2.463892852391547	DRAP1_X1
ARMC9	chr2	231198546	231376848	231198642	231198692	+	8.553532330141751	3.2560342549231343	ARMC9_X1
ZC2HC1A	chr8	78666089	78719765	78666046	78666096	+	37.0973424655586	5.251618458866328	ZC2HC1A_X1
ADAMTS18	chr16	77247813	77435034	77431583	77431633	-	0.0	0.0	ADAMTS18_X1
DEFB107B	chr8	7487822	7501287	7495845	7495895	+	0.0	0.0	DEFB107B_X1
GFM1	chr3	158644527	158695581	158644704	158644754	+	0.0	0.0	GFM1_X1
OC90	chr8	132024216	132059382	132059340	132059380	-	0.0	0.0	OC90_X1
UGT2B28	chr4	69280475	69295050	69280498	69280548	+	0.0	0.0	UGT2B28_X1
IDNK	chr9	83623049	83644130	83623165	83623215	+	0.0	0.0	IDNK_X1
MAP1LC3B2	chr12	116548105	116576606	116548105	116548155	+	0.0	0.0	MAP1LC3B2_X1
SRPK2	chr7	105110704	105399308	105133018	105133068	-	0.0	0.0	SRPK2_X1
FAM91A1	chr8	123768439	123815452	123768456	123768506	+	197.596207536758	7.633694262690592	FAM91A1_X1
STXBP5L	chr3	120908072	121424761	120908288	120908334	+	0.0	0.0	STXBP5L_X1
CYBC1	chr17	82442586	82450829	82450718	82450768	-	150.263458406479	7.240919699186688	CYBC1_X1
XPO5	chr6	43522334	43576038	43559012	43559062	-	0.0	0.0	XPO5_X1
DYRK4	chr12	4562208	4615302	4599624	4599674	+	0.0	0.0	DYRK4_X1
DUSP19	chr2	183078559	183100008	183078988	183079038	+	0.0	0.0	DUSP19_X1
TEX26	chr13	30932656	30975500	30932702	30932752	+	0.0	0.0	TEX26_X1
PAK1	chr11	77322017	77474635	77356248	77356298	-	0.480535524165267	0.5661191071464707	PAK1_X1
TREML4	chr6	41228339	41238882	41228338	41228388	+	0.0	0.0	TREML4_X1
TIMM23B	chr10	49942049	49974850	49942032	49942082	+	73.2336138827866	6.214000699534998	TIMM23B_X1
SEC24A	chr5	134648785	134727909	134648788	134648838	+	118.500060259155	6.900867535474993	SEC24A_X1
DUSP22	chr6	291630	351355	292476	292526	+	382.314063025886	8.582383118478056	DUSP22_X1
FAM13C	chr10	59246130	59363181	59362472	59362522	-	0.0	0.0	FAM13C_X1
USF3	chr3	113648385	113696646	113674846	113674896	-	0.0	0.0	USF3_X1
TBC1D5	chr3	17157162	18444817	17742594	17742644	-	159.297526260786	7.324608351519001	TBC1D5_X1
LGALS1	chr22	37675636	37679802	37676124	37676174	+	0.0	0.0	LGALS1_X1
DHX35	chr20	38962299	39039723	39030359	39030409	+	0.0	0.0	DHX35_X1
TAC4	chr17	49838300	49848069	49847967	49848017	-	0.0	0.0	TAC4_X1
ATG16L1	chr2	233210051	233295674	233251669	233251719	+	68.09188377421829	6.11044434202186	ATG16L1_X1
ADAMTS16	chr5	5140330	5320304	5235036	5235086	+	0.0	0.0	ADAMTS16_X1
PFDN1	chr5	140245035	140303113	140281485	140281535	-	0.0	0.0	PFDN1_X1
MLYCD	chr16	83899115	83951445	83899125	83899175	+	9.41849627363922	3.3810751599208	MLYCD_X1
MAP4K3	chr2	39249266	39437301	39437097	39437147	-	0.480535524165267	0.5661191071464707	MAP4K3_X1
REG3A	chr2	79157003	79159753	79159727	79159749	-	0.0	0.0	REG3A_X1
FBXO9	chr6	53051991	53100873	53092810	53092824	+	0.0	0.0	FBXO9_X1
TAX1BP1	chr7	27739331	27844564	27739330	27739380	+	0.0	0.0	TAX1BP1_X1
SPATS2L	chr2	200305881	200482264	200306158	200306208	+	0.0	0.0	SPATS2L_X1
CTNNAL1	chr9	108942569	109013522	109013479	109013529	-	6.63139023348068	2.9319459011288083	CTNNAL1_X1
SNX30	chr9	112750760	112881671	112838584	112838634	+	0.0	0.0	SNX30_X1
C17orf113	chr17	42038232	42050601	42043067	42043117	-	0.0	0.0	C17orf113_X1
RPS20	chr8	56067254	56074510	56074459	56074509	-	104.18010163903	6.716717985830838	RPS20_X1
KHDRBS2	chr6	61679961	62286225	62286177	62286227	-	3.07542735465771	2.026951350170348	KHDRBS2_X1
HAGHL	chr16	726936	735525	728513	728563	+	0.480535524165267	0.5661191071464707	HAGHL_X1
CNBP	chr3	129167827	129183922	129183860	129183910	-	450.261786142855	8.817820802855513	CNBP_X1
HECTD4	chr12	112160188	112382439	112170135	112170185	-	0.0	0.0	HECTD4_X1
OR52N2	chr11	5808924	5821483	5820313	5820363	+	0.0	0.0	OR52N2_X1
NTN1	chr17	9021510	9244000	9162934	9162984	+	0.480535524165267	0.5661191071464707	NTN1_X1
GMCL2	chr5	178184505	178187371	178187249	178187299	-	0.0	0.0	GMCL2_X1
RPL34	chr4	108620569	108630412	108620589	108620639	+	134.598000318691	7.083192092794852	RPL34_X1
DNAJA2	chr16	46955362	46973674	46973614	46973664	-	20.7591346439395	4.443549276947952	DNAJA2_X1
CAMK2G	chr10	73812501	73874591	73847987	73848018	-	0.0	0.0	CAMK2G_X1
LSM5	chr7	32485338	32495283	32490813	32490863	-	0.0	0.0	LSM5_X1
ETF1	chr5	138506095	138543236	138541636	138541686	-	0.0	0.0	ETF1_X1
KRT39	chr17	40958544	40967019	40960647	40960697	-	0.0	0.0	KRT39_X1
COLEC12	chr18	316737	500722	500672	500722	-	0.0	0.0	COLEC12_X1
HTR2A	chr13	46831546	46897076	46895763	46895813	-	0.0	0.0	HTR2A_X1
NR3C1	chr5	143277931	143435512	143434722	143434772	-	6.63139023348068	2.9319459011288083	NR3C1_X1
BATF2	chr11	64987945	64997018	64996968	64997018	-	0.480535524165267	0.5661191071464707	BATF2_X1
COMMD3	chr10	22316386	22320306	22316385	22316435	+	806.338609549317	9.65703007747742	COMMD3_X1
ZCCHC3	chr20	297570	300321	296967	297017	+	0.0	0.0	ZCCHC3_X1
LYG1	chr2	99284238	99304742	99304692	99304742	-	0.0	0.0	LYG1_X1
PAPPA	chr9	116153791	116402321	116153803	116153853	+	0.0	0.0	PAPPA_X1
CD59	chr11	33703010	33736479	33722677	33722727	-	0.480535524165267	0.5661191071464707	CD59_X1
RABGEF1	chr7	66682164	66811464	66682163	66682213	+	6.63139023348068	2.9319459011288083	RABGEF1_X1
STH	chr17	46098193	46098637	45999249	45999299	+	0.0	0.0	STH_X1
SEC63	chr6	107867756	107958208	107958139	107958189	-	19.029206756944603	4.3240333802175295	SEC63_X1
OR8G5	chr11	124256376	124266224	124264826	124264876	+	0.0	0.0	OR8G5_X1
ARSA	chr22	50622754	50628173	50623276	50623326	-	0.0	0.0	ARSA_X1
CAPN1	chr11	65180566	65212006	65181193	65181243	+	1.63382078216191	1.3971571810223802	CAPN1_X1
RASGEF1B	chr4	81426393	82044244	81471865	81471915	-	2.1143563063271698	1.6389340092740403	RASGEF1B_X1
GAB1	chr4	143336762	143474568	143438256	143438306	+	0.0	0.0	GAB1_X1
GLT6D1	chr9	135623648	135639540	135639490	135639540	-	0.0	0.0	GLT6D1_X1
ST20	chr15	79898840	79923702	79907986	79908036	-	0.0	0.0	ST20_X1
MPHOSPH9	chr12	123152320	123244014	123233188	123233238	-	0.480535524165267	0.5661191071464707	MPHOSPH9_X1
SUMO1	chr2	202206182	202238599	202238558	202238608	-	1896.96203519481	10.890235419179186	SUMO1_X1
GVQW3	chr11	76381303	76414619	76381312	76381362	+	8.16910391080953	3.196780747277192	GVQW3_X1
CLSTN2	chr3	139935185	140577397	139935184	139935234	+	0.0	0.0	CLSTN2_X1
SGMS1	chr10	50305586	50625163	50343476	50343526	-	0.0	0.0	SGMS1_X1
NDUFAF4	chr6	96889315	96897891	96896868	96896918	-	0.0	0.0	NDUFAF4_X1
CD302	chr2	159768628	159798255	159798192	159798242	-	0.0	0.0	CD302_X1
ADH1A	chr4	99276369	99291003	99290953	99291003	-	0.0	0.0	ADH1A_X1
TRABD	chr22	50185913	50199598	50185914	50185964	+	98.7981037683788	6.640940498526591	TRABD_X1
EIF3E	chr8	108162787	108443496	108248715	108248765	-	273.809141669369	8.102286186731677	EIF3E_X1
IFIT5	chr10	89414568	89421605	89414585	89414635	+	45.3144999287846	5.533392031362099	IFIT5_X1
MTMR12	chr5	32226994	32312987	32312937	32312987	-	65.1606170768101	6.047900785404743	MTMR12_X1
JCAD	chr10	30012803	30115494	30013868	30013918	-	0.0	0.0	JCAD_X1
PF4V1	chr4	73853296	73854483	73853188	73853238	+	0.0	0.0	PF4V1_X1
C15orf62	chr15	40769980	40772449	40770079	40770129	+	0.0	0.0	C15orf62_X1
WEE1	chr11	9573670	9593457	9577784	9577834	+	0.0	0.0	WEE1_X1
PELI3	chr11	66466327	66477337	66466923	66466973	+	0.480535524165267	0.5661191071464707	PELI3_X1
PPP1R11	chr6	30057093	30060717	30066708	30066758	+	1.05717815316359	1.0406667377404435	PPP1R11_X1
ISL1	chr5	51383448	51394730	51383671	51383699	+	0.0	0.0	ISL1_X1
UROS	chr10	125784980	125823258	125823198	125823248	-	51.2250868760174	5.7066710820934885	UROS_X1
UNC5A	chr5	176810519	176880898	176810476	176810526	+	0.0	0.0	UNC5A_X1
ZNF514	chr2	95145000	95165413	95159287	95159337	-	0.0	0.0	ZNF514_X1
MARCHF1	chr4	163524298	164384050	164383985	164384035	-	0.0	0.0	MARCHF1_X1
TPI1	chr12	6867119	6870948	6868099	6868149	+	18.068135708614	4.253091893157102	TPI1_X1
LAMB2	chr3	49121114	49133118	49123727	49123754	-	0.0	0.0	LAMB2_X1
CH25H	chr10	89205629	89207317	89207264	89207314	-	0.0	0.0	CH25H_X1
LRP2BP	chr4	185363872	185395924	185395849	185395899	-	0.480535524165267	0.5661191071464707	LRP2BP_X1
THEMIS	chr6	127708072	127918631	127918547	127918597	-	0.0	0.0	THEMIS_X1
C1QTNF5	chr11	119338942	119340940	119340833	119340883	-	0.0	0.0	C1QTNF5_X1
SPATS2	chr12	49366584	49527425	49367474	49367524	+	52.5705863436802	5.7433691816951535	SPATS2_X1
EXOSC8	chr13	36998816	37025881	37000782	37000822	+	62.3735110366516	5.985808041219929	EXOSC8_X1
NDST1	chr5	150485818	150558211	150485817	150485867	+	8.553532330141751	3.2560342549231343	NDST1_X1
ZDHHC7	chr16	84974175	85011535	84982067	84982117	-	0.0	0.0	ZDHHC7_X1
OR2AG1	chr11	6783020	6791558	6785016	6785066	+	0.0	0.0	OR2AG1_X1
TBXT	chr6	166157656	166168700	166168650	166168700	-	1.05717815316359	1.0406667377404435	TBXT_X1
QRFPR	chr4	121328642	121381059	121380629	121380679	-	0.0	0.0	QRFPR_X1
DENR	chr12	122752824	122771064	122752826	122752876	+	329.935690891872	8.370407082198804	DENR_X1
PHLDB2	chr3	111732497	111976517	111732496	111732546	+	0.0	0.0	PHLDB2_X1
USP17L5	chr4	9339403	9340995	9339402	9339452	+	0.0	0.0	USP17L5_X1
SKIL	chr3	170357678	170396835	170361211	170361261	+	0.0	0.0	SKIL_X1
SERPINB4	chr18	63637259	63644256	63644248	63644298	-	0.0	0.0	SERPINB4_X1
NEDD9	chr6	11183298	11382348	11382298	11382348	-	305.236164949777	8.2585008576966	NEDD9_X1
NCK2	chr2	105744912	105894274	105744896	105744946	+	5.86253339481625	2.7787412646524183	NCK2_X1
IL1R2	chr2	101991960	102028544	102023389	102023439	+	0.0	0.0	IL1R2_X1
COX18	chr4	73052362	73069755	73069705	73069755	-	68.09188377421829	6.11044434202186	COX18_X1
SLC22A14	chr3	38282294	38318575	38305935	38305985	+	0.0	0.0	SLC22A14_X1
CLDN24	chr4	183321764	183322426	183322376	183322426	-	0.0	0.0	CLDN24_X1
POLA2	chr11	65261920	65305589	65294177	65294227	+	1.05717815316359	1.0406667377404435	POLA2_X1
LRRCC1	chr8	85107215	85146080	85107214	85107264	+	9.80292469297144	3.4333500432785704	LRRCC1_X1
PXMP2	chr12	132687587	132704985	132690313	132690363	+	0.0	0.0	PXMP2_X1
NR1D1	chr17	40092793	40100589	40100675	40100725	-	17.2992788699496	4.193714891415996	NR1D1_X1
C6orf118	chr6	165279664	165309605	165281972	165282022	-	0.0	0.0	C6orf118_X1
THOC3	chr5	175917873	176034680	175961363	175961413	-	0.0	0.0	THOC3_X1
IFITM3	chr11	319676	329475	327487	327537	-	0.0	0.0	IFITM3_X1
VCL	chr10	73995193	74121363	73995192	73995231	+	0.0	0.0	VCL_X1
PTK7	chr6	43076307	43161719	43076306	43076356	+	9.80292469297144	3.4333500432785704	PTK7_X1
TRPM1	chr15	31152534	31312750	31068042	31068092	-	0.0	0.0	TRPM1_X1
DYNC1I2	chr2	171687409	171750158	171687408	171687458	+	64.5839744478118	6.0352714278840365	DYNC1I2_X1
FERMT3	chr11	64206678	64223891	64220436	64220486	+	1.05717815316359	1.0406667377404435	FERMT3_X1
CCN2	chr6	131948176	131951372	131951323	131951373	-	0.0	0.0	CCN2_X1
COX11	chr17	54951902	54968703	54961118	54961139	-	0.0	0.0	COX11_X1
RSL1D1	chr16	11833850	11851580	11846517	11846567	-	12.59003073313	3.764476813574279	RSL1D1_X1
VIT	chr2	36696690	36814794	36696804	36696854	+	0.480535524165267	0.5661191071464707	VIT_X1
PODXL2	chr3	127629185	127672802	127629180	127629230	+	0.0	0.0	PODXL2_X1
PRUNE2	chr9	76611376	76906114	76652499	76652549	-	0.0	0.0	PRUNE2_X1
ZBBX	chr3	167239843	167407874	167379744	167379794	-	0.0	0.0	ZBBX_X1
ATXN7	chr3	63863155	64003462	63911928	63911978	+	0.0	0.0	ATXN7_X1
HECW1	chr7	43112629	43566001	43112628	43112678	+	0.480535524165267	0.5661191071464707	HECW1_X1
UCP3	chr11	74000277	74009085	74009035	74009085	-	0.0	0.0	UCP3_X1
HLA-E	chr6	30479706	30484444	30489466	30489516	+	1420.1746881180302	10.472868183501706	HLA-E_X1
SNX19	chr11	130866250	130916479	130910321	130910371	-	0.0	0.0	SNX19_X1
MAK	chr6	10762723	10838553	10838505	10838555	-	1.63382078216191	1.3971571810223802	MAK_X1
PTPRR	chr12	70638073	70920738	70754541	70754591	-	0.0	0.0	PTPRR_X1
EVPLL	chr17	18387383	18399252	18386403	18386453	+	0.0	0.0	EVPLL_X1
MOB4	chr2	197515571	197553699	197516046	197516096	+	129.840698629455	7.031667557659929	MOB4_X1
RTN4IP1	chr6	106570771	106629498	106572361	106572411	-	0.0	0.0	RTN4IP1_X1
STRIP2	chr7	129434432	129488399	129434432	129434482	+	14.3199586201249	3.93734049537339	STRIP2_X1
NPY	chr7	24284188	24291862	24284162	24284212	+	0.0	0.0	NPY_X1
RANBP9	chr6	13621498	13711835	13711514	13711564	-	2.1143563063271698	1.6389340092740403	RANBP9_X1
VPREB3	chr22	23752743	23754425	23754418	23754468	-	4.51703392715351	2.463892852391547	VPREB3_X1
SCRN1	chr7	29920104	29990289	29990155	29990205	-	0.480535524165267	0.5661191071464707	SCRN1_X1
VPS41	chr7	38722974	38932394	38909179	38909229	-	369.43571097825696	8.53307937467909	VPS41_X1
TAS2R13	chr12	10907926	10909562	10909512	10909562	-	0.0	0.0	TAS2R13_X1
RCE1	chr11	66842835	66846552	66843722	66843772	+	0.480535524165267	0.5661191071464707	RCE1_X1
TCEA2	chr20	64049836	64072347	64064325	64064352	+	0.0	0.0	TCEA2_X1
KCTD18	chr2	200488958	200519784	200510018	200510068	-	3.07542735465771	2.026951350170348	KCTD18_X1
SCN3B	chr11	123629187	123655244	123641074	123641124	-	0.0	0.0	SCN3B_X1
MATR3	chr5	139293674	139331677	139315750	139315800	+	0.480535524165267	0.5661191071464707	MATR3_X1
FAM241B	chr10	69630247	69633596	69630250	69630300	+	1.05717815316359	1.0406667377404435	FAM241B_X1
FJX1	chr11	35618460	35620865	35619687	35619737	+	0.480535524165267	0.5661191071464707	FJX1_X1
NPAT	chr11	108157215	108222638	108170151	108170201	-	0.0	0.0	NPAT_X1
SLC39A7	chr6	33122069	33126063	33200444	33200494	+	0.0	0.0	SLC39A7_X1
RNF170	chr8	42849637	42897290	42896548	42896598	-	75.1557559794477	6.250881177025761	RNF170_X1
CEP97	chr3	101724593	101770562	101727469	101727519	+	0.480535524165267	0.5661191071464707	CEP97_X1
MSGN1	chr2	17816460	17817798	17816495	17816545	+	0.0	0.0	MSGN1_X1
DCUN1D2	chr13	113455819	113490951	113483946	113483996	-	0.480535524165267	0.5661191071464707	DCUN1D2_X1
FBXL8	chr16	67159932	67164570	67161688	67161738	+	0.0	0.0	FBXL8_X1
DEFB113	chr6	49968677	49969625	49969575	49969625	-	0.0	0.0	DEFB113_X1
DUSP4	chr8	29333064	29350684	29350618	29350668	-	12.59003073313	3.764476813574279	DUSP4_X1
STARD4	chr5	111496033	111512590	111512512	111512562	-	611.817829367217	9.259314461524342	STARD4_X1
MYT1L	chr2	1789113	2331664	1842857	1842907	-	0.0	0.0	MYT1L_X1
CAV2	chr7	116287380	116508541	116289912	116289962	+	0.0	0.0	CAV2_X1
ATOX1	chr5	151742316	151772532	151758606	151758656	-	200.767741996248	7.656551729025454	ATOX1_X1
CSE1L	chr20	49046246	49096960	49090762	49090812	+	0.0	0.0	CSE1L_X1
PRSS23	chr11	86791059	86952910	86800520	86800570	+	0.0	0.0	PRSS23_X1
ITGAL	chr16	30472658	30523567	30474000	30474050	+	2.1143563063271698	1.6389340092740403	ITGAL_X1
CRIM1	chr2	36355778	36551135	36356470	36356520	+	0.0	0.0	CRIM1_X1
LALBA	chr12	48567684	48570066	48570016	48570066	-	0.0	0.0	LALBA_X1
TFPI	chr2	187464230	187565760	187519810	187519860	-	0.0	0.0	TFPI_X1
SPATA31D4	chr9	81928428	81934998	81928513	81928563	+	0.0	0.0	SPATA31D4_X1
RESF1	chr12	31959370	31993107	31959407	31959457	+	62.9021001132334	5.997791440350081	RESF1_X1
IQCF1	chr3	51894876	51903353	51903285	51903335	-	0.0	0.0	IQCF1_X1
SFSWAP	chr12	131711081	131799738	131711080	131711130	+	3.5559628788229705	2.187755992270742	SFSWAP_X1
FAM149B1	chr10	73168119	73244504	73208691	73208741	+	0.0	0.0	FAM149B1_X1
JADE2	chr5	134524312	134583230	134526636	134526686	+	1.05717815316359	1.0406667377404435	JADE2_X1
KRTAP9-3	chr17	41232449	41233454	41232462	41232512	+	0.0	0.0	KRTAP9-3_X1
PEMT	chr17	17505563	17591708	17506273	17506323	-	0.0	0.0	PEMT_X1
CCN6	chr6	112054075	112069686	112054183	112054233	+	0.0	0.0	CCN6_X1
USP17L10	chr4	9210657	9212249	9210656	9210706	+	0.0	0.0	USP17L10_X1
OR12D2	chr6	29396471	29397539	29396554	29396604	+	0.0	0.0	OR12D2_X1
AK1	chr9	127866486	127877675	127873494	127873544	-	0.0	0.0	AK1_X1
PLLP	chr16	57248547	57284672	57284637	57284687	-	1.05717815316359	1.0406667377404435	PLLP_X1
PRNP	chr20	4686350	4701590	4686349	4686399	+	0.0	0.0	PRNP_X1
LINGO1	chr15	77613027	77820900	77786964	77787014	-	0.0	0.0	LINGO1_X1
CLIP1	chr12	122271432	122422669	122399964	122400014	-	0.0	0.0	CLIP1_X1
TRHR	chr8	109086585	109121565	109086620	109086670	+	0.0	0.0	TRHR_X1
FBXL18	chr7	5431335	5513809	5513748	5513798	-	14.8004941442902	3.981897772806781	FBXL18_X1
SEMA4B	chr15	90160604	90229679	90191921	90191971	+	0.0	0.0	SEMA4B_X1
DSCC1	chr8	119833976	119855894	119855808	119855858	-	4.90146234648572	2.561072489832702	DSCC1_X1
SFMBT1	chr3	52903572	53046750	53046018	53046068	-	4.90146234648572	2.561072489832702	SFMBT1_X1
PPP1R3A	chr7	113876777	114075920	114075870	114075920	-	0.0	0.0	PPP1R3A_X1
ASAH2	chr10	50182778	50279720	50199096	50199146	-	0.0	0.0	ASAH2_X1
GPR151	chr5	146513144	146516190	146516140	146516190	-	0.0	0.0	GPR151_X1
CD300LG	chr17	43847148	43863639	43847152	43847202	+	0.0	0.0	CD300LG_X1
CTSC	chr11	88265069	88359684	88337690	88337740	-	2328.57904300005	11.185853566818936	CTSC_X1
PFKL	chr21	44300051	44327376	44300066	44300116	+	259.585290154077	8.025611836916642	PFKL_X1
ESF1	chr20	13714322	13784919	13784836	13784886	-	3.07542735465771	2.026951350170348	ESF1_X1
NEK5	chr13	52033611	52129092	52127432	52127482	-	0.0	0.0	NEK5_X1
UBAP1	chr9	34179005	34252523	34179004	34179054	+	161.700203881612	7.3460722486450685	UBAP1_X1
UBL3	chr13	29764371	29850617	29850634	29850684	-	9.03406785430701	3.3268346942055813	UBL3_X1
RPS21	chr20	62387103	62388520	62387317	62387367	+	5.86253339481625	2.7787412646524183	RPS21_X1
FOXE1	chr9	97853226	97856717	97853253	97853303	+	0.0	0.0	FOXE1_X1
DSG3	chr18	31447741	31478702	31447794	31447844	+	0.0	0.0	DSG3_X1
BTAF1	chr10	91923770	92031437	91956620	91956657	+	1.05717815316359	1.0406667377404435	BTAF1_X1
AARS2	chr6	44298731	44313347	44313276	44313326	-	0.0	0.0	AARS2_X1
RIMKLB	chr12	8681600	8783095	8697176	8697226	+	0.0	0.0	RIMKLB_X1
MSRB2	chr10	23095579	23122013	23095505	23095555	+	0.0	0.0	MSRB2_X1
IRX6	chr16	55324203	55330756	55325799	55325849	+	0.0	0.0	IRX6_X1
HES6	chr2	238238267	238240662	238239991	238240041	-	4.03649840298824	2.3324210566750163	HES6_X1
NR4A2	chr2	156324437	156342348	156342298	156342348	-	0.0	0.0	NR4A2_X1
CLDN25	chr11	113779747	113780500	113779746	113779796	+	0.0	0.0	CLDN25_X1
GOLIM4	chr3	168008689	168095924	168044831	168044881	-	0.0	0.0	GOLIM4_X1
GALNT14	chr2	30910467	31155202	31137971	31138021	-	2.59489183049244	1.84594836093997	GALNT14_X1
NLRC5	chr16	56989485	57083531	57041407	57041457	+	0.0	0.0	NLRC5_X1
HBZ	chr16	142728	154503	152686	152736	+	0.0	0.0	HBZ_X1
TUBG2	chr17	42659284	42667006	42660259	42660309	+	0.480535524165267	0.5661191071464707	TUBG2_X1
HADHB	chr2	26243170	26290465	26244894	26244944	+	528.8293443438761	9.049383938667264	HADHB_X1
RCL1	chr9	4792944	4885917	4839768	4839818	+	0.0	0.0	RCL1_X1
CHCHD6	chr3	126704240	126960420	126935123	126935173	+	0.0	0.0	CHCHD6_X1
TPST2	chr22	26521996	26596717	26590113	26590163	-	57.4720486901659	5.86967523491928	TPST2_X1
GLI2	chr2	120735623	120992653	120735622	120735672	+	0.0	0.0	GLI2_X1
INHBC	chr12	57434784	57452062	57434759	57434809	+	0.0	0.0	INHBC_X1
ALKBH2	chr12	109088188	109093631	109093438	109093488	-	45.7469819005334	5.5468013189745	ALKBH2_X1
KAT8	chr16	31114489	31131393	31115753	31115803	+	0.0	0.0	KAT8_X1
OTOR	chr20	16748358	16770062	16749373	16749423	+	0.0	0.0	OTOR_X1
TYMP	chr22	50525752	50530032	50530006	50530056	-	113.214169493337	6.835597833379824	TYMP_X1
PAG1	chr8	80967810	81112068	80975730	80975780	-	0.0	0.0	PAG1_X1
PDE7A	chr8	65714334	65842322	65842038	65842088	-	4.03649840298824	2.3324210566750163	PDE7A_X1
DUSP6	chr12	89347235	89352501	89352355	89352405	-	0.0	0.0	DUSP6_X1
MAP6D1	chr3	183815922	183825594	183825544	183825594	-	0.0	0.0	MAP6D1_X1
OR10A7	chr12	55221025	55221975	55221024	55221074	+	0.0	0.0	OR10A7_X1
NOL4L	chr20	32443059	32585333	32483447	32483497	-	0.0	0.0	NOL4L_X1
HTR1F	chr3	87792706	87993839	87990695	87990745	+	0.0	0.0	HTR1F_X1
GIP	chr17	48958554	48968596	48968546	48968596	-	0.0	0.0	GIP_X1
PNISR	chr6	99397629	99425331	99425281	99425331	-	468.618243165968	8.875344643396998	PNISR_X1
MTHFD2	chr2	74186172	74217565	74198609	74198659	+	279.33530019726896	8.131009611679856	MTHFD2_X1
MVD	chr16	88651935	88663161	88663087	88663137	-	303.602344167615	8.250783234377277	MVD_X1
QRICH2	chr17	76274049	76308276	76280307	76280357	-	0.0	0.0	QRICH2_X1
JMJD8	chr16	681670	684528	683056	683106	-	0.480535524165267	0.5661191071464707	JMJD8_X1
HACD1	chr10	17589032	17617374	17617327	17617377	-	1.63382078216191	1.3971571810223802	HACD1_X1
VSTM2L	chr20	37903111	37945350	37903141	37903191	+	0.0	0.0	VSTM2L_X1
NCOR1	chr17	16029157	16218185	16040609	16040659	-	0.0	0.0	NCOR1_X1
UNC50	chr2	98608579	98618515	98616396	98616446	+	0.0	0.0	UNC50_X1
OR5AK2	chr11	56988914	56989843	56988871	56988921	+	0.0	0.0	OR5AK2_X1
IL10RB	chr21	33266367	33310187	33266357	33266407	+	100.624138760207	6.667099315638193	IL10RB_X1
PLEKHH2	chr2	43637260	43767987	43637299	43637349	+	0.0	0.0	PLEKHH2_X1
