gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand
KRTAP9-3	chr17	41232449	41233454	41232462	41232512	+
PEMT	chr17	17505563	17591708	17506273	17506323	-
CCN6	chr6	112054075	112069686	112054183	112054233	+
USP17L10	chr4	9210657	9212249	9210656	9210706	+
OR12D2	chr6	29396471	29397539	29396554	29396604	+
AK1	chr9	127866486	127877675	127873494	127873544	-
PLLP	chr16	57248547	57284672	57284637	57284687	-
PRNP	chr20	4686350	4701590	4686349	4686399	+
LINGO1	chr15	77613027	77820900	77786964	77787014	-
CLIP1	chr12	122271432	122422669	122399964	122400014	-
TRHR	chr8	109086585	109121565	109086620	109086670	+
FBXL18	chr7	5431335	5513809	5513748	5513798	-
SEMA4B	chr15	90160604	90229679	90191921	90191971	+
DSCC1	chr8	119833976	119855894	119855808	119855858	-
SFMBT1	chr3	52903572	53046750	53046018	53046068	-
PPP1R3A	chr7	113876777	114075920	114075870	114075920	-
ASAH2	chr10	50182778	50279720	50199096	50199146	-
GPR151	chr5	146513144	146516190	146516140	146516190	-
CD300LG	chr17	43847148	43863639	43847152	43847202	+
CTSC	chr11	88265069	88359684	88337690	88337740	-
PFKL	chr21	44300051	44327376	44300066	44300116	+
ESF1	chr20	13714322	13784919	13784836	13784886	-
NEK5	chr13	52033611	52129092	52127432	52127482	-
UBAP1	chr9	34179005	34252523	34179004	34179054	+
UBL3	chr13	29764371	29850617	29850634	29850684	-
RPS21	chr20	62387103	62388520	62387317	62387367	+
FOXE1	chr9	97853226	97856717	97853253	97853303	+
DSG3	chr18	31447741	31478702	31447794	31447844	+
BTAF1	chr10	91923770	92031437	91956620	91956657	+
AARS2	chr6	44298731	44313347	44313276	44313326	-
RIMKLB	chr12	8681600	8783095	8697176	8697226	+
MSRB2	chr10	23095579	23122013	23095505	23095555	+
IRX6	chr16	55324203	55330756	55325799	55325849	+
HES6	chr2	238238267	238240662	238239991	238240041	-
NR4A2	chr2	156324437	156342348	156342298	156342348	-
CLDN25	chr11	113779747	113780500	113779746	113779796	+
GOLIM4	chr3	168008689	168095924	168044831	168044881	-
GALNT14	chr2	30910467	31155202	31137971	31138021	-
NLRC5	chr16	56989485	57083531	57041407	57041457	+
HBZ	chr16	142728	154503	152686	152736	+
TUBG2	chr17	42659284	42667006	42660259	42660309	+
HADHB	chr2	26243170	26290465	26244894	26244944	+
RCL1	chr9	4792944	4885917	4839768	4839818	+
CHCHD6	chr3	126704240	126960420	126935123	126935173	+
TPST2	chr22	26521996	26596717	26590113	26590163	-
GLI2	chr2	120735623	120992653	120735622	120735672	+
INHBC	chr12	57434784	57452062	57434759	57434809	+
ALKBH2	chr12	109088188	109093631	109093438	109093488	-
KAT8	chr16	31114489	31131393	31115753	31115803	+
OTOR	chr20	16748358	16770062	16749373	16749423	+
TYMP	chr22	50525752	50530032	50530006	50530056	-
PAG1	chr8	80967810	81112068	80975730	80975780	-
PDE7A	chr8	65714334	65842322	65842038	65842088	-
DUSP6	chr12	89347235	89352501	89352355	89352405	-
MAP6D1	chr3	183815922	183825594	183825544	183825594	-
OR10A7	chr12	55221025	55221975	55221024	55221074	+
NOL4L	chr20	32443059	32585333	32483447	32483497	-
HTR1F	chr3	87792706	87993839	87990695	87990745	+
GIP	chr17	48958554	48968596	48968546	48968596	-
PNISR	chr6	99397629	99425331	99425281	99425331	-
MTHFD2	chr2	74186172	74217565	74198609	74198659	+
MVD	chr16	88651935	88663161	88663087	88663137	-
QRICH2	chr17	76274049	76308276	76280307	76280357	-
JMJD8	chr16	681670	684528	683056	683106	-
HACD1	chr10	17589032	17617374	17617327	17617377	-
VSTM2L	chr20	37903111	37945350	37903141	37903191	+
NCOR1	chr17	16029157	16218185	16040609	16040659	-
UNC50	chr2	98608579	98618515	98616396	98616446	+
OR5AK2	chr11	56988914	56989843	56988871	56988921	+
IL10RB	chr21	33266367	33310187	33266357	33266407	+
PLEKHH2	chr2	43637260	43767987	43637299	43637349	+
RIMBP2	chr12	130396133	130768228	130716231	130716281	-
DGKG	chr3	186105668	186362234	186242587	186242637	-
DEFA5	chr8	7055160	7056595	7056684	7056734	-
SPDYE17	chr7	77022306	77032361	77030522	77030572	-
DDX21	chr10	68956135	68985068	68956127	68956177	+
ALDH1A1	chr9	72900671	73080442	73038672	73038722	-
IL1RL1	chr2	102311502	102352037	102311567	102311617	+
NOSTRIN	chr2	168786539	168865514	168798150	168798200	+
CTSZ	chr20	58985686	59008238	59007197	59007247	-
LANCL1	chr2	210431249	210477652	210476725	210476775	-
CMTR1	chr6	37433219	37482827	37433218	37433268	+
TUBGCP5	chr15	23036897	23039673	23039522	23039572	-
TPGS2	chr18	36777647	36829216	36828974	36829024	-
TRDN	chr6	123216339	123637093	123530515	123530565	-
TGIF2-RAB5IF	chr20	36574553	36612384	36574552	36574602	+
SLC12A5	chr20	46021690	46060150	46021689	46021739	+
KLRK1	chr12	10372353	10391874	10382132	10382182	-
PHLPP1	chr18	62715541	62980433	62715449	62715499	+
CCDC121	chr2	27625638	27629012	27628962	27629012	-
HIRA	chr22	19330698	19447450	19430213	19430263	-
PPP1R35	chr7	100435282	100436497	100436423	100436473	-
HOXD4	chr2	176151550	176153226	176151221	176151271	+
SPDYE9	chr7	73075972	73086038	73082045	73082095	-
DTWD1	chr15	49621037	49656232	49621036	49621086	+
GTF3A	chr13	27424619	27435823	27424637	27424687	+
DAZAP2	chr12	51238724	51271362	51238823	51238873	+
CEP44	chr4	174283730	174333380	174299069	174299119	+
FAXDC2	chr5	154818492	154859252	154850563	154850613	-
KCNC2	chr12	75040077	75209839	75209681	75209731	-
RWDD2A	chr6	83193357	83198935	83193378	83193428	+
G6PC2	chr2	168901291	168910000	168901292	168901342	+
PNPLA7	chr9	137459952	137550402	137464770	137464820	-
KRTAP19-2	chr21	30487043	30487436	30487386	30487436	-
TSPEAR	chr21	44497893	44711572	44711530	44711580	-
SMIM19	chr8	42541155	42555195	42541612	42541662	+
KCNE2	chr21	34364006	34371381	34364023	34364073	+
DGKI	chr7	137381037	137847092	137847042	137847092	-
AKAP1	chr17	57085092	57121346	57085713	57085763	+
RASSF9	chr12	85800703	85836409	85836520	85836570	-
CHST2	chr3	143119771	143124014	143119330	143119380	+
TLCD3B	chr16	30024427	30052978	30031209	30031259	-
UQCRC1	chr3	48599002	48610976	48609586	48609636	-
GDF6	chr8	96142333	96160806	96160669	96160719	-
OMD	chr9	92412380	92424471	92424411	92424461	-
PBX2	chr6	32184733	32190202	32189892	32189942	-
TAF5	chr10	103367966	103389065	103367966	103368016	+
SNRPB	chr20	2461634	2470853	2470769	2470819	-
TRIM23	chr5	65589690	65625975	65625925	65625975	-
FBLL1	chr5	168529305	168530634	168529115	168529165	+
ZNF26	chr12	132986365	133032952	133026551	133026601	+
GUSB	chr7	65960684	65982215	65967858	65967908	-
GFRAL	chr6	55327469	55402493	55327468	55327518	+
BRICD5	chr16	2209253	2210905	2210855	2210905	-
SREK1IP1	chr5	64718148	64768691	64768635	64768685	-
KRTAP19-1	chr21	30479706	30480367	30480294	30480344	-
SLC2A12	chr6	133987581	134052624	134052586	134052636	-
DPP4	chr2	161992245	162074394	162074007	162074057	-
CARD18	chr11	105137714	105531697	105139719	105139726	-
CCN3	chr8	119416446	119424434	119416449	119416499	+
JAZF1	chr7	27830573	28180795	28071634	28071684	-
MDM1	chr12	68272443	68332381	68332282	68332332	-
TASP1	chr20	13389392	13638932	13638893	13638940	-
BCL2L14	chr12	12049844	12211084	12049863	12049913	+
SLBP	chr4	1692731	1712344	1712294	1712344	-
LIPJ	chr10	88586753	88606976	88586761	88586811	+
UPK2	chr11	118925164	118958559	118956315	118956365	+
LARS2	chr3	45388561	45554726	45388560	45388610	+
COQ5	chr12	120503279	120534434	120529132	120529182	-
GSTK1	chr7	143244093	143270854	143263442	143263492	+
LDHC	chr11	18412318	18452063	18412330	18412380	+
PTH2R	chr2	208359714	208854503	208489085	208489135	+
AIG1	chr6	143060496	143341058	143060495	143060545	+
KLHDC8B	chr3	49171598	49176486	49172712	49172762	+
PCDHB5	chr5	141135206	141138615	141135228	141135278	+
PTER	chr10	16436943	16513745	16436983	16437033	+
CTR9	chr11	10751246	10801625	10750986	10751036	+
VKORC1	chr16	31090842	31095980	31093561	31093611	-
GPR35	chr2	240605430	240633159	240625244	240625294	+
ENTPD8	chr9	137434364	137441816	137441766	137441816	-
SNTN	chr3	63652675	63679020	63652697	63652747	+
IL26	chr12	68201349	68225810	68225771	68225821	-
SGCB	chr4	52020706	52038299	52038226	52038245	-
HRH2	chr5	175658030	175710756	175658029	175658079	+
FAM166B	chr9	35561831	35563899	35563849	35563899	-
KCNK5	chr6	39188971	39229475	39229400	39229450	-
AK6	chr5	69350984	69370013	69369492	69369542	-
PLA2G1B	chr12	120322115	120327779	120327729	120327779	-
KRT6A	chr12	52487176	52493257	52491575	52491625	-
TLL1	chr4	165873237	166104457	165873257	165873307	+
PRDM14	chr8	70051651	70071693	70071643	70071693	-
SLCO1A2	chr12	21264600	21419594	21403607	21403657	-
BTN3A2	chr6	26365159	26378320	26365169	26365217	+
TAAR8	chr6	132552693	132553721	132552692	132552742	+
BNC1	chr15	83255884	83284664	83284664	83284714	-
PPM1H	chr12	62643994	62935150	62840178	62840228	-
SVOPL	chr7	138594285	138701362	138663521	138663571	-
PSMC3IP	chr17	42572310	42577831	42577647	42577697	-
MEGF9	chr9	120600811	120714470	120714420	120714470	-
CEP43	chr6	166999317	167094789	166999316	166999366	+
DYRK2	chr12	67648338	67665406	67648777	67648827	+
SCLT1	chr4	128864921	129093600	129093327	129093377	-
TENM2	chr5	167284799	168264157	167754935	167754985	+
LMBR1	chr7	156668946	156893216	156763127	156763177	-
PLPP1	chr5	55424854	55534969	55535000	55535050	-
ANKRD29	chr18	23598926	23662911	23662835	23662885	-
RGL2	chr6	33269579	33277249	33297336	33297386	-
CCND2	chr12	4269771	4305353	4273771	4273821	+
CCDC137	chr17	81666737	81673904	81667768	81667818	+
YPEL5	chr2	30146941	30160533	30147951	30148001	+
GANC	chr15	42273201	42353666	42344694	42344744	+
C3orf14	chr3	62319015	62336213	62319720	62319770	+
AAR2	chr20	36236131	36270918	36236458	36236503	+
SLC9A3	chr5	470456	524449	524280	524330	-
CDH15	chr16	89171748	89195492	89171766	89171816	+
EEPD1	chr7	36153254	36301538	36297143	36297177	+
P2RY6	chr11	73264498	73305103	73264504	73264554	+
DEPP1	chr10	44970981	44978809	44978760	44978810	-
SNTB2	chr16	69187147	69309052	69187560	69187610	+
DHFR	chr5	80626226	80654983	80654051	80654101	-
ANKHD1-EIF4EBP3	chr5	140401908	140549569	140401907	140401957	+
LRRTM4	chr2	76747685	77593319	77522318	77522368	-
LMNTD2	chr11	554854	560793	556370	556420	-
NPAS4	chr11	66421004	66426707	66421003	66421053	+
CCL13	chr17	34356480	34358610	34357484	34357534	+
NUDT6	chr4	122888697	122922968	122922556	122922606	-
APOL5	chr22	35717872	35729483	35717871	35717921	+
ZNF517	chr8	144798876	144811169	144802887	144802937	+
TRMO	chr9	97904489	97922500	97922466	97922516	-
NPM3	chr10	101781325	101783413	101783363	101783413	-
WDR41	chr5	77425970	77620611	77492437	77492487	-
IKZF5	chr10	122990807	123008812	123008767	123008817	-
GLIS2	chr16	4314761	4339597	4314760	4314810	+
RNF14	chr5	141958328	141990292	141969104	141969154	+
NPHP1	chr2	110122311	110205066	110204992	110205042	-
LPP	chr3	188153284	188890671	188569030	188569080	+
GSN	chr9	121207794	121332843	121326581	121326631	+
DCLRE1A	chr10	113834725	113854383	113854353	113854383	-
PPP1R16A	chr8	144477969	144502121	144477968	144478018	+
OBI1	chr13	78614289	78659155	78659129	78659179	-
NEK10	chr3	27106484	27369460	27216425	27216475	-
TCAIM	chr3	44338119	44409451	44338451	44338501	+
ST3GAL2	chr16	70375977	70439237	70439038	70439088	-
RUSF1	chr16	31489471	31509309	31508363	31508413	-
LMO1	chr11	8224309	8268716	8268666	8268716	-
SASH1	chr6	148272304	148552044	148440357	148440407	+
LZTS1	chr8	20246165	20303963	20255131	20255181	-
GRIK1	chr21	29536933	29940033	29939624	29939674	-
HAT1	chr2	171922448	171983686	171922447	171922497	+
GYPC	chr2	126656133	126696667	126656141	126656191	+
TMEM37	chr2	119429901	119438504	119431868	119431918	+
SLC25A30	chr13	45393316	45418455	45402307	45402357	-
GPRC5B	chr16	19856691	19886167	19884814	19884864	-
SYNGR3	chr16	1989660	1994275	1989944	1989994	+
UBALD1	chr16	4608883	4615027	4614977	4615027	-
PIK3CA	chr3	179148114	179240093	179148113	179148163	+
TRAM1L1	chr4	117083554	117085576	117085526	117085576	-
RPL19	chr17	39200283	39204840	39200282	39200332	+
HLA-DOA	chr6	33157934	33163367	33007353	33007384	-
KLHL41	chr2	169509702	169526258	169514261	169514311	+
MICU2	chr13	21492691	21604181	21604131	21604181	-
DEFA6	chr8	6924697	6926076	6926026	6926076	-
TM2D3	chr15	101621444	101652391	101651948	101651998	-
RND2	chr17	43025231	43032041	43025240	43025290	+
SHMT1	chr17	18327860	18363563	18341605	18341655	-
PLXNB1	chr3	48403854	48430086	48409669	48409719	-
CTSB	chr8	11842524	11869533	11868179	11868229	-
MAPK7	chr17	19377721	19383544	19380231	19380281	+
RPS17	chr15	82536750	82540459	82540425	82540459	-
LRRTM3	chr10	66926036	67101551	67012289	67012339	+
HCAR2	chr12	122701293	122703357	122703293	122703343	-
FKBP5	chr6	35573585	35728583	35728533	35728583	-
HTRA3	chr4	8269754	8307098	8269764	8269814	+
ZBTB34	chr9	126860665	126885878	126879347	126879397	+
GC	chr4	71741696	71804041	71785960	71786010	-
NDUFB9	chr8	124539101	124580648	124539130	124539180	+
SPDYE18	chr7	77050391	77062558	77059390	77059440	-
MYADML2	chr17	81939645	81947233	81947183	81947233	-
IGLL5	chr22	22887780	22896111	22887828	22887878	+
PRKG1	chr10	50990888	52298423	50991357	50991407	+
SHROOM3	chr4	76435229	76783253	76586312	76586362	+
CTSF	chr11	66563464	66568879	66568546	66568596	-
ATP8B4	chr15	49858238	50182817	49879538	49879588	-
PPIF	chr10	79347469	79355334	79347657	79347707	+
LDB2	chr4	16501541	16898678	16507177	16507227	-
PCTP	chr17	55751051	55842830	55751060	55751110	+
GRID1	chr10	85599552	86366795	85613083	85613133	-
H2BC1	chr6	25726777	25727345	25726908	25726958	+
TMBIM6	chr12	49707725	49764934	49741543	49741593	+
OSTF1	chr9	75088514	75147265	75088542	75088592	+
ARIH1	chr15	72474330	72602987	72581471	72581521	+
KHDC1L	chr6	73223544	73225770	73225720	73225770	-
RUFY4	chr2	218034960	218090581	218068985	218069035	+
EXOSC7	chr3	44975241	45036066	44975356	44975406	+
KCNJ3	chr2	154697855	154858354	154698580	154698630	+
SLC30A9	chr4	41990502	42090461	42070188	42070238	+
KNG1	chr3	186717348	186744410	186717347	186717397	+
DDX6	chr11	118747763	118791164	118791097	118791147	-
DPY19L4	chr8	94719703	94793836	94719874	94719924	+
FANCE	chr6	35452338	35467102	35452360	35452410	+
ARHGAP23	chr17	38229196	38313162	38482522	38482572	+
FADD	chr11	70203296	70207390	70203162	70203212	+
TOM1L1	chr17	54899387	54961956	54900805	54900855	+
DOK5	chr20	54475593	54651169	54475596	54475646	+
HAND2	chr4	173524969	173530229	173530179	173530229	-
PLOD3	chr7	101205977	101218420	101211887	101211937	-
MBOAT2	chr2	8852690	9003709	9003659	9003709	-
SYCP2	chr20	59863564	59933655	59915639	59915689	-
SALL1	chr16	51135982	51152334	51150547	51150597	-
GPSM3	chr6	32139234	32143991	32192856	32192906	-
OAF	chr11	120211032	120230334	120211300	120211350	+
SURF1	chr9	133351906	133356824	133356435	133356485	-
IGF2BP3	chr7	23310209	23470491	23431253	23431303	-
TRPC4AP	chr20	35002404	35092807	35092757	35092807	-
NPVF	chr7	25224570	25228486	25228436	25228486	-
ARID3B	chr15	74541206	74598131	74541205	74541255	+
KDSR	chr18	63327726	63367228	63346566	63346616	-
BUB1B-PAK6	chr15	40218500	40264890	40218499	40218549	+
RPS3	chr11	75399515	75422280	75400691	75400741	+
GIMAP7	chr7	150514872	150521073	150514829	150514879	+
RAD50	chr5	132556019	132646349	132556937	132556987	+
FLII	chr17	18244815	18258738	18258676	18258726	-
PHYKPL	chr5	178208471	178232802	178232741	178232791	-
RNF215	chr22	30368811	30421771	30374828	30374878	-
HMX1	chr4	8827806	8853569	8871572	8871622	-
PNMT	chr17	39667981	39670475	39668462	39668512	+
PMFBP1	chr16	72112157	72176878	72172102	72172152	-
PDXDC1	chr16	14974591	15139339	15009310	15009360	+
SLA	chr8	133036728	133102912	133102492	133102542	-
ADCK2	chr7	140672945	140696261	140674483	140674533	+
RPL32	chr3	12834485	12841582	12841496	12841546	-
BARHL1	chr9	132582606	132590252	132582184	132582234	+
CHKB	chr22	50578959	50601455	50582804	50582854	-
HDDC2	chr6	125219962	125302078	125293181	125293231	-
R3HCC1	chr8	23270120	23296279	23290412	23290462	+
NLRP6	chr11	278407	285388	278364	278414	+
WFDC6	chr20	45534196	45539482	45539357	45539407	-
CLNS1A	chr11	77514936	77637794	77637755	77637805	-
STXBP4	chr17	54968727	55173632	54968726	54968776	+
CDCP1	chr3	45082277	45146422	45146372	45146422	-
ZNF474	chr5	122129546	122153569	122129559	122129609	+
PRLH	chr2	237566574	237567175	237566573	237566623	+
OR51B4	chr11	5301014	5301946	5301946	5301996	-
SARM1	chr17	28364356	28404049	28388269	28388276	+
KCTD2	chr17	75032575	75065889	75032579	75032629	+
SLC35B2	chr6	44254096	44257890	44257521	44257571	-
SUGCT	chr7	40135005	40860763	40274510	40274560	+
PCDHA7	chr5	140834248	141012347	140834247	140834297	+
ERVFRD-1	chr6	11102489	11111725	11105624	11105674	-
TCF7	chr5	134114681	134151865	134115955	134116005	+
TSPAN32	chr11	2301997	2318204	2302722	2302772	+
STC1	chr8	23841929	23854806	23854261	23854311	-
SMNDC1	chr10	110290730	110304938	110304647	110304697	-
OCIAD2	chr4	48885019	48906937	48897803	48897848	-
DNMT3A	chr2	25227855	25342590	25252261	25252311	-
HSPD1	chr2	197486584	197516737	197490522	197490572	-
MAPK8IP3	chr16	1706166	1770351	1767956	1768006	+
ZNF337	chr20	25673195	25696853	25686907	25686957	-
RRH	chr4	109827972	109849123	109827993	109828043	+
OXGR1	chr13	96985713	96994730	96994300	96994350	-
NCAPD3	chr11	134150113	134225504	134224495	134224545	-
CTC1	chr17	8224815	8248056	8231395	8231445	-
ZNF300	chr5	150894392	150904983	150904933	150904983	-
IKBIP	chr12	98613405	98645113	98644904	98644954	-
UGGT1	chr2	128091200	128195677	128179785	128179835	+
DHRS12	chr13	51767993	51804163	51804107	51804157	-
SLC35B3	chr6	8411435	8435561	8435433	8435483	-
SMARCA5	chr4	143513702	143557486	143547431	143547481	+
QSER1	chr11	32892811	32993316	32893259	32893309	+
CPLX1	chr4	784957	826129	826045	826092	-
ZFR	chr5	32354350	32444740	32383769	32383819	-
SLC9B2	chr4	103019868	103085829	103076286	103076336	-
TMEM218	chr11	125094389	125111763	125111582	125111632	-
SLX4	chr16	3581181	3611606	3609209	3609259	-
HSD3B7	chr16	30985207	30989147	30985210	30985260	+
TMEM200C	chr18	5882072	5895955	5892054	5892104	-
KCNE3	chr11	74454841	74467729	74467500	74467550	-
EPGN	chr4	74308470	74316789	74308473	74308523	+
DCXR	chr17	82035136	82037709	82036585	82036635	-
FAM174B	chr15	92617448	92809884	92809748	92809798	-
MRPL38	chr17	75898644	75905093	75904851	75904901	-
TTC26	chr7	139133744	139191986	139133743	139133793	+
HOXA5	chr7	27141052	27143681	27142725	27142775	-
ANGPTL5	chr11	101890674	101916522	101916472	101916522	-
SLC66A2	chr18	79902420	79951657	79950816	79950866	-
PRMT3	chr11	20387558	20509338	20387715	20387765	+
CBWD1	chr9	121038	179147	179008	179058	-
NOD2	chr16	50693588	50734041	50697138	50697188	+
KRTAP4-12	chr17	41123559	41124635	41124117	41124167	-
FGD4	chr12	32399558	32646050	32502169	32502219	+
WNT5B	chr12	1529891	1647212	1617055	1617105	+
FAM228B	chr2	24076526	24169640	24076927	24076969	+
ZNF286A	chr17	15699577	15720787	15699739	15699777	+
TMEM178A	chr2	39664982	39717963	39665966	39666016	+
IFT74	chr9	26947039	27066134	26976566	26976616	+
TMEM89	chr3	48620759	48621769	48621805	48621855	-
MAST4	chr5	66596380	67169593	66958896	66958946	+
TMEM52B	chr12	10170542	10191804	10186396	10186446	+
SMYD1	chr2	88067825	88113384	88067861	88067911	+
SPSB4	chr3	141051347	141148611	141066637	141066687	+
CLDN8	chr21	30214006	30216097	30216023	30216073	-
LPL	chr8	19901717	19967259	19939371	19939421	+
B4GALT7	chr5	177600132	177610330	177600205	177600255	+
MKRN2	chr3	12557057	12586208	12557086	12557136	+
OLAH	chr10	15032227	15073853	15043895	15043945	+
APOD	chr3	195568705	195584033	195583904	195583954	-
TRIM26	chr6	30174354	30203317	30213377	30213427	-
C12orf71	chr12	27081057	27082578	27082464	27082514	-
SAA2	chr11	18239223	18248668	18248602	18248639	-
FGF2	chr4	122826708	122898236	122826830	122826880	+
CYP3A43	chr7	99828013	99866093	99828012	99828062	+
RAPGEF5	chr7	22118236	22357154	22193694	22193744	-
ITFG1	chr16	47154387	47464149	47262964	47263014	-
IDO1	chr8	39902275	39928790	39924719	39924769	+
SUMO3	chr21	44805617	44818779	44818055	44818105	-
CLDN16	chr3	190322541	190412138	190322540	190322590	+
INO80C	chr18	35452230	35497979	35497929	35497979	-
DNHD1	chr11	6497260	6593758	6528976	6529026	+
